title,year,mileage,price,price_text,condition,location,postcode,shipping,listing_type,sold_date,bids,seller,url,image_url,scraped_at,proxy_used
2018 Ford Transit Custom Limited LWB NO VAT FSH,2018.0,,8995.0,"£8,995.00",Wet belt done full service history,N/A,,N/A,Buy It Now,N/A,,ccmotortrader (359) 100%,https://www.ebay.co.uk/itm/177099349996?_skw=ford+transit&itmmeta=01JW37PT278C96NM7RDQM2XPZR&hash=item293bf19fec:g:g8YAAOSw2VVn-RXh&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fqrsSpcAVJoXXx3E4AAktKUajiOoQZxEVibw7rTIpF%2Bv%2BuZ0Zabphr2MrcPHBGBZgW2eKYkLyvXziE3xcwC9dfmxvaBdLTh4acL%2Bhs3UU5nQoDVcODverqi8HzaAR37vIHT4TFZTDyXKmfChTLiuT0PBOudsJFTINwjXnF0kCTy3%2BEDHnAizlqQiXj5PI0fr1TxJ4k4Hvqj%2FcLeYjcRM4TM6PMIDaJrPrN%2BtzGsmwKThxsU5NNs7ilTersQDyoU47dvevHtlNqLtT0JI2wM1EvJjYcYWfa089TgaVhsslXNQ%3D%3D%7Ctkp%3ABk9SR5yh2-fgZQ,https://i.ebayimg.com/images/g/g8YAAOSw2VVn-RXh/s-l500.webp,2025-05-25T09:07:24.986922,
2018 Ford Transit Custom 300 Trend. 184bhp Remap. No VAT.,2018.0,,9950.0,"£9,950.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,"raze30fith (1,569) 100%",https://www.ebay.co.uk/itm/306294576554?_skw=ford+transit&itmmeta=01JW37PT27ECJ83WD7RJK8XSJH&hash=item47509455aa:g:MigAAeSwNdZoFeie&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dMWSJqGsFRiijn76UGY7mAbymIZhTz3%2BFN1%2FHYrojCo4Oad4akFT%2BSvhp4vzOYYKxImPhpoAQFlpZ5GaCxnW%2FJCgzvfB%2B7dic65YIjQCMAF3OKqRhdTGEgNOMiJZTMgsWdBFfcVnXmg4LjE2QI7De6PpQODXwDWs4yn9njhNPtT48RXCcQ0GDeojpzp5VKlbJIJgN97uZVknQHDFvYkG0CCm%2BeSoFRGbtek6%2FKmIo30bNuVViCDYHAxb07XZL7Yq%2BDz%2B%2BWODe69eMzsyb1KynFbmubb%2BmLqBSrpwggpfXRmg%3D%3D%7Ctkp%3ABk9SR5yh2-fgZQ,https://i.ebayimg.com/images/g/MigAAeSwNdZoFeie/s-l500.webp,2025-05-25T09:07:25.014124,
ford transit custom limited swb,,,2700.0,"£2,700.00",Pre-owned,N/A,,N/A,Auction,N/A,9.0,beaker1blue (800) 100%,https://www.ebay.co.uk/itm/135782950295?_skw=ford+transit&itmmeta=01JW37PT27QHX8GNY9SRCBKXGZ&hash=item1f9d4b6597:g:JXAAAOSwAgpoDrLF&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fEXM1g8WWg9hXYfsrQrsxUP3YctTcUcZhftzV6%2Fij5zGEcEqH%2FdJWFXWtl1hQWXUITbTzrEUseHSlb5K88XXsTiYqLEhoW%2FTKhnZzDQF0xenlRlHrdyTZZdPZt%2FQq%2FJZzKj7nc0NI%2BFvuHqY4CWin2pVbW7Coj2IhvC6vwR%2FPpOeSTU7lhC5WnwG%2F%2BieRvUij0zwleN4tPQ6qdVidlGugEl4fRVqw2euqK%2B7tyv%2Bzo6LWNAK9lt6CCvr95e3AdjD8j3eUFbo38cNaBeRkJoossacYm6Ho7NKwbopf7i7si3w%3D%3D%7Ctkp%3ABk9SR5yh2-fgZQ,https://i.ebayimg.com/images/g/JXAAAOSwAgpoDrLF/s-l500.webp,2025-05-25T09:07:25.044851,
Ford Transit 2011 1 owner low milage 113000,2011.0,,3950.0,"£3,950.00",N/A,N/A,,N/A,Auction,N/A,42.0,jw01_1151 (274) 100%,https://www.ebay.co.uk/itm/156978175506?_skw=ford+transit&itmmeta=01JW37PT27NX6EJKQBK8AQ1SFE&hash=item248ca0de12:g:Zj8AAOSw7x9oIP0O&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1chmj%2B9gyRBRD6GPjkZk8ZjxX%2FADp01wdhBCfu69xvy3hql4%2Fg6w5r6O%2FRN3LB76%2BGi2A3mxcx43s7cRFGiR8i%2B4V%2B5cbNHgbXxrC0XZoXgpMfAgGtZPFjDB8QQLDncr4i1D8Xx682Kzu0%2F02B3BaR3y5CyjzzgbQdVp9ryAFc%2BrK7zvzv%2BRcyHx7xeox7F7S2HL0Z3%2Fc1sCw8BztvAFPR0k27yjiE0kJX%2BOBP%2B0WxSDy1IVCcQKnVpZtVAkdK0DJU%3D%7Ctkp%3ABk9SR5yh2-fgZQ,https://i.ebayimg.com/images/g/Zj8AAOSw7x9oIP0O/s-l500.webp,2025-05-25T09:07:25.072920,
Ford Transit Custom 2.0 280 2019/ 12 months MOT/ low miles,2019.0,,8400.0,"£8,400.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,andreajg22 (124) 100%,https://www.ebay.co.uk/itm/267243327650?_skw=ford+transit&itmmeta=01JW37PT27SPQM4FEXAVXZ42GJ&hash=item3e38f190a2:g:IqwAAOSwp5VoG0gd&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fhKcyNqI9%2FH2wZZY8gQtA%2B9xt0pPPj4AB1HBZdV8xOvDWB64poImUotvHuLc%2Bgk%2BKDBMeVt6I5J8rGkm7FZbQvq3a5Px%2B3TeXJJsLdS%2BkVMlubblGM78AMYsrPQpHmtLqfXGQ68hJVtYZYq7%2FHlwUWJOjZswB0dz7JwxGadfGH%2Br9odsaqZt1hRFfMI58gj3VdSKdaXWwtli8KquagmaDuspkUDuaYOO7%2BXpAe3g%2F2De3fryKkRHa%2BUESm6J%2Bj0nQ%3D%7Ctkp%3ABk9SR5yh2-fgZQ,https://i.ebayimg.com/images/g/IqwAAOSwp5VoG0gd/s-l500.webp,2025-05-25T09:07:25.101614,
2008 58 Reg - FORD TRANSIT LWB ADVAN ADVERTISING VEHICLE MARKETING AD VAN ADVERT,2008.0,,2350.0,"£2,350.00",Pre-owned,N/A,,N/A,Auction,N/A,41.0,"cashtraders (1,957) 100%",https://www.ebay.co.uk/itm/267247472267?_skw=ford+transit&itmmeta=01JW37PT27844R5PN5VRZKWSQ2&hash=item3e3930ce8b:g:5EQAAOSwvqNoIPtJ&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1f7AuTGzcckVGGVTpSIo5%2BCgf99n9ynFlRsilMiIoObIplcFm0%2Fw1NKpSwfAnBfPSR9eT18P3V47PcCEMDkycv0pqMqZG2bAuOfd9IpGAS1PdaIdz13Zxq9mstOxjRqL%2BR1%2BMQNDQUQC%2FxH5EM5eZUAUI6v%2Banx1gRe8gB07xRDbWJLqVLrYOJ3uOF7BdAX8qazmFDIP3rOn8QtcvyoJ61EyVQLqStKvapC9EAsy7srO2lygSLHj6ZCNoZaSejr3yU%3D%7Ctkp%3ABk9SR5yh2-fgZQ,https://i.ebayimg.com/images/g/5EQAAOSwvqNoIPtJ/s-l500.webp,2025-05-25T09:07:25.131882,
Ford Transit Custom white Diesel For Sale,,,3000.0,"£3,000.00",N/A,N/A,,N/A,Buy It Now,N/A,,*star*db (121) 100%,https://www.ebay.co.uk/itm/177088811836?_skw=ford+transit&itmmeta=01JW37PT27XVKZ0966P7155W8Q&hash=item293b50d33c:g:MQMAAeSwDSJoIfkm&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fXcpb3T%2BGKjg1GG47PlTWOSn%2FGainix95ZSzH60W5v5%2FEkGJCd6mqawyrJZ%2BgXr1kQ16dHzTHOliggAu%2FwvexdqvaSYBkLcX9oH9O1eTBZdJptECBUBRqdpCBWC9ic4HO6xS4DJGIuD1D5QVdDO0pYwz6IPHwkdNtxIq8eu3jDozyRotM2pTYGvb5X7HmAPV2OQqUf7O3NqQyxB7VIZulGRhJJ78JKtATTEYkA88a06t%2F88NtQaLG%2ByEv%2BezIou3c%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/MQMAAeSwDSJoIfkm/s-l500.webp,2025-05-25T09:07:25.158552,
2011 Ford Transit 85 T280m Fwd 7 Months Mot,2011.0,,1420.0,"£1,420.00",Pre-owned,N/A,,N/A,Auction,N/A,20.0,jete113 (0) 0%,https://www.ebay.co.uk/itm/316790074072?_skw=ford+transit&itmmeta=01JW37PT271HXQA7SYBNH5DGFE&hash=item49c228ead8:g:SmcAAOSwIsVoIKY0&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cLUFyczUzPIDBJFe5VliX%2BVk5HKYemXQzJ%2BdQC8eYZX6bbUiBXWtJxjd8IRXHI8z1VsKzoVbDL8Exknbiazc5tje86dJrJ232sIZyJRXz0twF0vkmSK3W%2FrBs%2BVoV7Lj1xC08aujfLkDVp9d%2BeDhtv2RScc3W5fFegSjefi9EPQpPusMv8BdbhJrGRwFUTo4ThXsmWwEUTk70QWytEv2aRqL1cA5hBzmqRUEkQe0%2FduD4llT5TCyrdf8xS9hEgnZCwyyzMYz6EDtiCx8vLbViYfkehiIntvxwprKg8NlZfkA%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/SmcAAOSwIsVoIKY0/s-l500.webp,2025-05-25T09:07:25.186870,
Ford Transit Diesel Manual Trend 2.2 DCI,,,1160.0,"£1,160.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,cndpg-74 (72) 100%,https://www.ebay.co.uk/itm/197324477028?_skw=ford+transit&itmmeta=01JW37PT27S4B8KS3J9ZD04G0F&hash=item2df1749264:g:5ygAAeSwR-5oJwXr&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cImq0I30KgFaYBbZHXU8N0VSgbe4oQHqFZkFOGBecbF1lYPxlzZlLcUsD%2FMbAMdY4j5S30aPDvcEfxNHKibcdv8qq%2BSDZK5nyNbePQLllTTd%2ByWYfzu5Fz3KlBlZH6O7ujJo4X78JAETl2GVecOadcO2GsvBURKyA%2FwcDTF77J8fAvqy9U0XPvV8AZqgL9A274e46Nyf0aZWCHYjDpyOgQkoM4Zc%2FBkR3I2YwEZ%2F%2BQSKmho8jlrtvohLXE9W9Z24XYQZIbhdULOm%2FbQRzqxUahCcoTycNBswXzTAdYmRzAMg%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/5ygAAeSwR-5oJwXr/s-l500.webp,2025-05-25T09:07:25.215543,
2012 Ford Transit Mk7,2012.0,,2300.0,"£2,300.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,"sam6660_4 (3,771) 100%",https://www.ebay.co.uk/itm/127119604761?_skw=ford+transit&itmmeta=01JW37PT2762NH4ESF2AWDGBZW&hash=item1d98eb3c19:g:AaAAAeSwvc9oKbng&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eyy9BI0wvW5eb7pLPRbGzl%2FjoYFJBruwk6XmHBp1TgDAG3CMETBAadlSNbRTHfAbmawXbLiMtreZhiLhGcdOJlzKTo9Bff9Yz4cuo4qPYSsRGWNu4iW88jw%2B2825J%2FjqkqF%2BdvooSDQ%2BHyPO4frI9dErBP4qOv7GiJ4uUaZW10vFolbzWS8vPwTObFylpo8uE7fqMLDd2MOx%2FgZvBhw3kG9EvvDUk%2BH7vTKUoltMAmqtI3%2BVzSfsHtrYxZhIKCvP8%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/AaAAAeSwvc9oKbng/s-l500.webp,2025-05-25T09:07:25.244102,
2017 Ford Transit Custom Limited,2017.0,,5500.0,"£5,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,joely2089 (942) 100%,https://www.ebay.co.uk/itm/277117543286?_skw=ford+transit&itmmeta=01JW37PT271KXZS8T0QTZRQDJP&hash=item40857e2376:g:NuwAAOSw3s9oEjc4&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cb5cIE0zNbIuuJyqqe0Cp4d0cvmjNwgWXUnfKtkO4YYDCZdgxOUot8svMRcSnSvO1tbNS8qZAhWOYOMC54czQ51Phlk0B0G%2F8O1SF0cPxu5g%2BUiJhLhSceaC6xx2ZH9GjeaaP3p907ZaR%2BDsmN%2Fwv1CRaTZi44v%2FdzAgw735%2BUV78uot8GoNEOC5w95ezZvLqJrNBMXILje78EPIJuOYbJ87ZG4LRBzX7c0aX6a%2FQu0Iscm%2BOsKX0YMLfVzlyXkjlVUBrUGZ9sJASG4eIe8WsY%2B6gTSM1kMbsWb2YmXJeY%2BQ%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/NuwAAOSw3s9oEjc4/s-l500.webp,2025-05-25T09:07:25.271796,
Ford Transit,,,6000.0,"£6,000.00",Pre-owned,N/A,,N/A,Auction,N/A,1.0,gord_djjotfz8 (11) 0%,https://www.ebay.co.uk/itm/267247102947?_skw=ford+transit&itmmeta=01JW37PT2788C1TGMY6Y51W8WT&hash=item3e392b2be3:g:J6AAAOSwMyZoIImQ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dMxOp36r9TZHnSzI1L3y6AAoPFTae8joutXFdvdcdaC8fgxPcqKr4KoviDzlHzomLzas4wo%2F67KXkKxWZxcLBBDlvFJHzMVuzocwgrObrNgNl%2FQir%2FEi%2BrRiXKMbhAwS9zQHUHAl0Z4E9vP0SPaJMTdXJV9IFZhtqHCtT7EXTthD3jpE4auBmm1yX4OMl3whWBcD9GRN%2BLmMgloUYD2qwyvpM9n8rnYsBBkKgv3lAotO9LKJJe6PLPb0fH3KQ4U6CAnWMLteOqei0%2Fbd%2FKeQeynewKf4MZoRg90bCyTjJ6HQ%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/J6AAAOSwMyZoIImQ/s-l500.webp,2025-05-25T09:07:25.299512,
Ford Transit Tipper,,,2000.0,"£2,000.00",Pre-owned,N/A,,N/A,Auction,N/A,1.0,far_kirs (60) 100%,https://www.ebay.co.uk/itm/197307391230?_skw=ford+transit&itmmeta=01JW37PT27MD1XPEZYYXZCTF6Z&hash=item2df06fdcfe:g:mxcAAeSwDlBoH-kt&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eTLBSJD77RldmxjFQzv5HZmrPUecxevsgQw%2BqmxS%2BvXIpR4M3EGzECqeGSY1u8UeNE47MWd6tiY6XegQ6eYSc20NPE9f%2Bfb4cV91wQd%2B7C%2FEG79i8teZh%2Bil4NLAshHTqwUNsUU%2Bo58Qws4UUP8wIMCckPehhXNcEep5ReXQ%2FUgwP%2FOULD2Hs70szJS32nt7GTeliZbMUrN8Jy%2Fejorl00fEo1Yjz9l%2F0sTSGXIyRMmOXyng0wIyD3RafSHD4bWXk%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/mxcAAeSwDlBoH-kt/s-l500.webp,2025-05-25T09:07:25.327025,
2016 FORD TRANSIT CONNECT 220 TREND 1.5 TDCI 100 L1H1 SWB EURO 6 ULEZ COMPLIANT,2016.0,,3750.0,"£3,750.00",Pre-owned,N/A,,N/A,Auction,N/A,10.0,jonpoodle (18) 100%,https://www.ebay.co.uk/itm/277102283639?_skw=ford+transit&itmmeta=01JW37PT27G7JD458Y8F2H1KCG&hash=item4084954b77:g:f-sAAOSwDzhoFdeB&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dJkXNUnC7kgyx5YiCGb9KmDeYvbEyQHcKxCHVi63HGqYiXBF8XbrjJvOPR5na0j45qwTbq%2FBNW6CwYfxXgS9Y5%2Bxrd20Y85Dhwtsn79eDC93ennfarXJhJ7sbEJPyO6zgLcvn3a6MMD4X1R2pDRYjYGOXKi0QObsJQY4AB4mJaAG%2Ba2rO32YvNv22evg%2BfylDb7Qm5axazUU2bDUwVtWsk7IUg3XyWpPE7rYi3Oe1FWT%2F3prSZIQ%2Bv4Y1i64tASPM%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/f-sAAOSwDzhoFdeB/s-l500.webp,2025-05-25T09:07:25.355854,
"Refrigerated Ford Transit Custom, 2021. Price includes VAT",2021.0,,9000.0,"£9,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,jody3819 (285) 100%,https://www.ebay.co.uk/itm/187213370971?_skw=ford+transit&itmmeta=01JW37PT27HD4WFQ5NX9RQZG7S&hash=item2b96c9565b:g:MsMAAOSw7TJoIJwW&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fOvKr78GjNr5%2BV4Zi%2FbJTHT%2BFruUwO99xDeOhLnySbIQjFEzkEwY4f80KX0HOxRSXss0d5lVDN2819Vea2%2FOsdwtWfaYt6B50MATmZv03Je%2FRx8cO0G1wdLLZYb9OMQ7crO%2FIksynrHa7Ll1Ct52bpnam6iFHP87frGZTn59kX%2F63fpT%2BlNO%2BwAZh6vXpFWiJ9%2FisyWVWa5QB%2F%2BKAeR%2F0eVlgs%2FDTnadEu2V9hx0HRr9jQqAlfXypJPuOMCBYUkEBqrAMzyxnO2Rab6vHe2Y%2BaBoIRJ%2BYHcOHoF4GiwJNXOg%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/MsMAAOSw7TJoIJwW/s-l500.webp,2025-05-25T09:07:25.388018,
ford transit dropside 14 ft bed just upgraded springs and track rod ends,,,6000.0,"£6,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,seans-gutters (17) 100%,https://www.ebay.co.uk/itm/226725666963?_skw=ford+transit&itmmeta=01JW37PT27SEEFPSBYXTNJP4EB&hash=item34c9e72093:g:pNsAAOSwGqJn3wRc&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fNYf2X3nO9y7gJ8pEg0vTS3uMli9wU%2BuzP54pNHLccQvbezdBY4FyQrlKx%2BKwts1rJua2Ux%2FkeiVL5tkil3v005Z4J0x%2Bx2jQvW5JsuPiam539MBWXcPdIQZXGLXAtktU%2FUkKWUuERamApA7gK%2BBJHTCKO10BIBA%2BiHsbnSWs1a%2FXE%2BwYEESOXXszDw7Q5Wy8ySSVBvDF55LiJqk%2FDa6sESGqX9L0%2FX7SfSv0yz1ZtCaAbi0AB85cr3rRT2ZKULI9%2Bnn0jSbS534jidv4jrU0MxRbpUjG%2Bl%2FXPtOtLBQ6wWQ%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/pNsAAOSwGqJn3wRc/s-l500.webp,2025-05-25T09:07:25.420788,
Ford Transit Diesel 68 Plate Xlwb,,,4500.0,"£4,500.00",N/A,N/A,,N/A,Buy It Now,N/A,,dehend-14 (0) 0%,https://www.ebay.co.uk/itm/356901349132?_skw=ford+transit&itmmeta=01JW37PT27GK1YXQ9GWN0GH2AW&hash=item5318fa670c:g:d70AAeSwFDloJe7m&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eaPquSD%2FqB2LqjOAm1ECbf1xRI2FIcy%2B9W7Fvx2Dxoj%2B6NbX0UfbolFBOv4fWfGOG9FTyfegqmZL6u%2BoTI%2B7R3J1BJed1%2Bd0bqGqQC3cN0bexCQeCRFhQeZCl1kkV0Z02cPkjObMynCIhthoNSxpizI5ozEvYKXwqu6b7ZV9fXRw4t8iJRQ2tEcZsfvRyTqSgpspzKpbJEuiw%2BHIYKiXM7W2YZTuOE%2BRn5TyFOb2E06k4bl8ht4WnS0QvGIkW3BNU%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/d70AAeSwFDloJe7m/s-l500.webp,2025-05-25T09:07:25.446313,
Ford Transit Custom,,,6500.0,"£6,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,geomah_9755 (6) 87.5%,https://www.ebay.co.uk/itm/146562916753?_skw=ford+transit&itmmeta=01JW37PT276HTRN3K17NR5BVEK&hash=item221fd4a191:g:o0EAAeSw~7VoFj05&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cHyw3oQExjxasciyZw%2FDTIatc%2FUZF18%2FenvLeVnFP%2BbB4iR1uTjl2fv0gCQKFGOFc43GvV2Gw1nJre7oebF9svs1KpVy%2Bd2WQrZnVeYUARZZV6idkYV1VYb9cE8CfVj%2Bw6KBSh2XDkVHz0DPzrfI56JLoYgkX2slOdg%2FC9DNbXc0x4luNcEgc6qB%2BhJHyFv7lQsZWAeZggrxSQRFqya0MwVmT376JV9P9cspCzPt1Omp0RjC4QOxYot6p%2BQVJyQAc%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/o0EAAeSw~7VoFj05/s-l500.webp,2025-05-25T09:07:25.494556,
Ford Transit 125 T350 RWD Crew Cab Tipper Twin wheel 3.5 Ton 2.2 litre Diesel,,,2850.0,"£2,850.00",Pre-owned,N/A,,N/A,Auction,N/A,19.0,andrewjamestwigg (250) 100%,https://www.ebay.co.uk/itm/256926940399?_skw=ford+transit&itmmeta=01JW37PT271NXHSWEKWX0M3G7B&hash=item3bd209fcef:g:x7IAAeSwdHZoH4lz&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1d%2F%2BoYW0Cy1OBkD9YqIbDvXDPnAWQ3T1kwngLBk6Z2Ut8Q84KBQskDsBPE3Briyj5uvx%2FJJ9WbBeOH1OD3n1fDTDXt1LYjpbzyvloO1hHj%2FRS1sCGkwvFexXHO4%2FasafQIo1Lw8fYeVpOQJTX%2FVO5fH%2FnfRRZVyoyF0wPnuck2PT84QDBgz7eixMyYixUBdT0o3wSBPwxBA4VUnF2RJBXgKAyCuD2CTgmy3tVjoWpOPEsEy6ESkRQXGNC7n6DsUEaTVGOHgBlYeKjHSXVhwVZz93lxmfmjcYlXFseeCPIsuzA%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/x7IAAeSwdHZoH4lz/s-l500.webp,2025-05-25T09:07:25.523212,
Ford Transit Connect 240 TREND LWB Euro6 NO VAT,,,3300.0,"£3,300.00",Cam belt changed at 179000 miles,N/A,,N/A,Auction,N/A,42.0,123hard0 (636) 100%,https://www.ebay.co.uk/itm/335955057814?_skw=ford+transit&itmmeta=01JW37PT28EGEPG5RSEQSTFVQA&hash=item4e387b5c96:g:vzIAAOSwVxtoExEU&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d1HIIGbZ4VW2CyHrcaLD9eKB8lYkPL%2Bsybm71lqIFZcWMyupfwUAXOR6ristwl40WIuiqlDzIekkzD43s0iB1B9D48pSyASEeG3FIkHfdDtJMgxPX8XIxdQlxV0YILpFdkrT0gwwflxqMMG1iYv5%2BOAAD%2FTpBa%2FrJQenlSqbL0r5JHkSJcnOdtdpDZYipNMwxHeEfhbSbgv88FEUtCIrg9Rt09ZUeju0YT9%2B5JZfL46m5wJopnOf41%2Fs3Vu1xR%2F84%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/vzIAAOSwVxtoExEU/s-l500.webp,2025-05-25T09:07:25.551288,
Ford Transit Custom 2013-2017 Diesel Van,2013.0,,2000.0,"£2,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,jacburk-1 (21) 100%,https://www.ebay.co.uk/itm/226752418726?_skw=ford+transit&itmmeta=01JW37PT28Z8G1QT75X59BADK1&hash=item34cb7f53a6:g:tigAAeSwfM5oJIXd&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eCjW3POD%2FQclJLmVEH3CrV6CDUzftBF0eu23JjhpI%2BKabyPjulKSPL7f8MHuBltUekaRZFjVk3PdlbmfIP3SHmdLUBvs22vI75IzzztX7FMnki6yHVWv7fraBhNaoLMNxINQC2ZzM7LiTWhYdQjozqXhN5fPL6zhSue4yu%2BQv%2BSzojpvv5A7ofrfPy8v3FpukmxcxVtkC1%2BwmYBc5iOoRtJLJY9LNa5J7pE5Dr0LDQx8XQ%2FNsTFmboO5Hpmj538NpCHhlpQrq%2BGkVW7YiGZ22K%2FWM67cMAV9FgEfB2mBw4Lg%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/tigAAeSwfM5oJIXd/s-l500.webp,2025-05-25T09:07:25.580465,
2017 FORD TRANSIT 2.0 350 LWB HIGH ROOF L3H3 EURO 6 VAN ULEZ Compliant NO VAT,2017.0,,2350.0,"£2,350.00",Pre-owned,N/A,,N/A,Auction,N/A,25.0,"gholmes99 (1,421) 100%",https://www.ebay.co.uk/itm/226744233401?_skw=ford+transit&itmmeta=01JW37PT28E4QKE3FBYKFG443M&hash=item34cb026db9:g:LJkAAOSwe9toHzuD&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d5wvpH1KTVNxKaEKraBNLW%2BNVJscxybtMkibwwAAg%2BU%2FacP1CgISHZzGQubqDlMe7GA3nVQFCGp%2FKuw3FfEkg%2Br%2BXkVPTKh2Ho6tRX%2FP2%2FSwBpYsh95qU0irOtBsryYC%2F1JRYuwCiLYi93Z6huWcdpSeF34Es7HT6rddHrPpVmWxC4OI9RHnIFYwWu6TFmHw6HJuWJ7q8JjgMvGK48U%2B%2FRTxDJOrEoK4wtZeh4K0EAaaX2i4aNMsEGPYt0E5KzTCE%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/LJkAAOSwe9toHzuD/s-l500.webp,2025-05-25T09:07:25.608315,
mk7 ford transit 2.2 Rwd lwb high top,,,1550.0,"£1,550.00",Pre-owned,N/A,,N/A,Auction,N/A,2.0,nicwac16 (36) 100%,https://www.ebay.co.uk/itm/146573349633?_skw=ford+transit&itmmeta=01JW37PT28E797CMG142M1XZZV&hash=item222073d301:g:UQ0AAeSwGOZoHh2g&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fHa3Snf3X3H2qVX8dCjJjwGt1zyIJIO0eYbyTpURzmceZJ1gFNosq51Md7YT9%2FZZzkR5lB8KuZk9HrD8o%2B3ADjki8hFsmoe0NXFnhfOBgTZqaFwvZOXEt1sxBF5RtR%2BgWReT2gZCR2KLjdK4bgLdWQ6AAX0DhR2JnebToAaETfnXNW6LUvQaQswLsjz2tPgm%2FRp%2BIMgObynKTbBd1vog37GCdsoY3PtwljBV1C8pKFuURGfLn6%2Bacueug9n9NU9iQNQvxcN4v7ZJ0Rq81Yj8mr08DsuXa9SmiV0RroIONpsg%3D%3D%7Ctkp%3ABk9SR56h2-fgZQ,https://i.ebayimg.com/images/g/UQ0AAeSwGOZoHh2g/s-l500.webp,2025-05-25T09:07:25.636112,
